id,courses,colleges
292,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Kulgam
293,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Women College Kupwara
294,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Sogam
295,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Tangdar Kupwara Kashmir
296,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Pampore
297,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Pulwama
298,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College For Women Pulwama Kashmir.
299,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Shopian
300,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Women College Nawakadal Srinagar
301,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Srinagar Women’s College Zakura
302,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Bijbahera
303,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Women College Anantnag
304,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Dooru Kashmir
305,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Mattan
306,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Uttersoo
307,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
308,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Hajin
309,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Sumbal
310,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Women College Baramulla
311,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Bomai
312,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Boniyar
313,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Danghiwacha
314,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Hadipora
315,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Sopore
316,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Women College Sopore
317,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Govternment Degree College Beerwah
318,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
319,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Chadoora
320,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Charar i Sharief
321,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College KhanSahib Budgam
322,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Magam
323,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Ganderbal
324,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Kangan
325,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College D H Pora
326,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Frisal Homeshalibugh
327,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Killam
328,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Kulgam
329,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Handwara
330,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Kupwara
331,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Women College Kupwara
332,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Sogam
333,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Vilgam
334,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Awantipora
335,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Pampore
336,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Pulwama
337,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College For Women Pulwama Kashmir.
338,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Rajpora
339,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Tral
340,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Shopian
341,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Degree College Zainapora
342,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,Government Women College Nawakadal Srinagar
343,BACHELORS (HONOURS) WITH KASHMIRI LITERATURE AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
344,BACHELORS (HONOURS) WITH MANAGEMENT (COMMERCE) AS MAJOR,Srinagar Women’s College Zakura
345,BACHELORS (HONOURS) WITH MASS COMMUNICATION AND MULTIMEDIA PRODUCTION AS MAJOR,Government Degree College Anantnag
346,BACHELORS (HONOURS) WITH MASS COMMUNICATION AND MULTIMEDIA PRODUCTION AS MAJOR,Government Women College Nawakadal Srinagar
347,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Bijbahera
348,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Anantnag
349,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Women College Anantnag
350,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Sumbal
351,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Bomai
352,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Sopore
353,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Uri
354,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Govternment Degree College Beerwah
355,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Charar i Sharief
356,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College KhanSahib Budgam
357,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Magam
358,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Ganderbal
359,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Frisal Homeshalibugh
360,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Killam
361,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Kulgam
362,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Handwara
363,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Kupwara
364,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Sogam
365,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Tangdar Kupwara Kashmir
366,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Pampore
367,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Pulwama
368,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College For Women Pulwama Kashmir.
369,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Tral
370,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Degree College Shopian
371,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,Government Women College Nawakadal Srinagar
372,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
373,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Degree College Anantnag
374,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Women College Anantnag
375,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Degree College Kokernag
376,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Degree College Sopore
377,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
378,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Degree College KhanSahib Budgam
379,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Degree College Ganderbal
380,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Degree College Kulgam
381,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Degree College Handwara
382,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Degree College Pulwama
383,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Degree College For Women Pulwama Kashmir.
384,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Degree College Rajpora
385,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Degree College Tral
386,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Degree College Shopian
387,BACHELORS (HONOURS) WITH PERSIAN LITERATURE AS MAJOR,Government Women College Nawakadal Srinagar
388,BACHELORS (HONOURS) WITH PHILOSOPHY AS MAJOR,Government Women College Baramulla
389,BACHELORS (HONOURS) WITH PHILOSOPHY AS MAJOR,Government Degree College Sopore
390,BACHELORS (HONOURS) WITH PHILOSOPHY AS MAJOR,Government Degree College Kulgam
391,BACHELORS (HONOURS) WITH PHILOSOPHY AS MAJOR,Government Degree College Shopian
392,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Bijbahera
393,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Anantnag
394,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Women College Anantnag
395,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Uttersoo
396,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
397,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Women College Baramulla
398,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Bomai
399,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Pattan
400,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Sopore
401,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Tangmarg
402,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Uri
403,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Govternment Degree College Beerwah
404,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
405,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Charar i Sharief
406,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Ganderbal
407,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Killam
408,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Kulgam
409,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Handwara
410,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Kupwara
411,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Sogam
412,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Tangdar Kupwara Kashmir
413,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Pulwama
414,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College For Women Pulwama Kashmir.
415,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Tral
416,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Government Degree College Shopian
417,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Gandhi Memorial College Srinagar
418,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,Srinagar Women’s College Zakura
419,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
420,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Bijbahera
421,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Anantnag
422,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Women College Anantnag
423,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Dooru Kashmir
424,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Kokernag
425,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Mattan
426,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Uttersoo
427,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Vailoo Larnoo
428,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Verinag
429,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Ajas
430,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
431,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Gurez
432,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Hajin
433,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Sumbal
434,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Tulail
435,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Women College Baramulla
436,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Bomai
437,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Boniyar
438,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Danghiwacha
439,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Hadipora
440,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Thindim Kreeri
441,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Pattan
442,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Sopore
443,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Women College Sopore
444,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Tangmarg
445,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Uri
446,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Govternment Degree College Beerwah
447,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
448,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Chadoora
449,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Charar i Sharief
450,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College KhanSahib Budgam
451,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Magam
452,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Soibugh
453,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Ganderbal
454,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Kangan
455,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College D H Pora
456,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Frisal Homeshalibugh
457,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Killam
458,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Kulgam
459,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Qazigund
460,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Handwara
461,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Kralpora
462,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Kupwara
463,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Women College Kupwara
464,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Langate
465,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Sogam
466,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Tangdar Kupwara Kashmir
467,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Vilgam
468,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Awantipora
469,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Pampore
470,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Pulwama
471,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College For Women Pulwama Kashmir.
472,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Rajpora
473,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Tral
474,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Shopian
475,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Degree College Zainapora
476,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Gandhi Memorial College Srinagar
477,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Government Women College Nawakadal Srinagar
478,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,Srinagar Women’s College Zakura
479,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
480,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Anantnag
481,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Women College Anantnag
482,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Dooru Kashmir
483,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Sumbal
484,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Women College Baramulla
485,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Hadipora
486,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Sopore
487,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Women College Sopore
488,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Uri
489,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Magam
490,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Ganderbal
491,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Kangan
492,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College D H Pora
493,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Kulgam
494,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Pampore
495,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Pulwama
496,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Degree College Shopian
497,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,Government Women College Nawakadal Srinagar
498,BACHELORS (HONOURS) WITH PSYCHOLOGY AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
499,BACHELORS (HONOURS) WITH PUBLIC ADMINISTRATION AS MAJOR,Government Degree College Anantnag
500,BACHELORS (HONOURS) WITH PUBLIC ADMINISTRATION AS MAJOR,Government Women College Baramulla
501,BACHELORS (HONOURS) WITH PUBLIC ADMINISTRATION AS MAJOR,Government Women College Sopore
502,BACHELORS (HONOURS) WITH PUBLIC ADMINISTRATION AS MAJOR,Government Degree College Tangmarg
503,BACHELORS (HONOURS) WITH PUBLIC ADMINISTRATION AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
504,BACHELORS (HONOURS) WITH PUBLIC ADMINISTRATION AS MAJOR,Government Degree College Tral
505,BACHELORS (HONOURS) WITH PUBLIC ADMINISTRATION AS MAJOR,Government Degree College Shopian
506,BACHELORS (HONOURS) WITH PUBLIC ADMINISTRATION AS MAJOR,Srinagar Women’s College Zakura
507,BACHELORS (HONOURS) WITH PUNJABI LITERATURE AS MAJOR,Government Women College Baramulla
508,BACHELORS (HONOURS) WITH PUNJABI LITERATURE AS MAJOR,Government Degree College Tral
509,BACHELORS (HONOURS) WITH SOCIAL WORK AS MAJOR,Government Degree College Anantnag
510,BACHELORS (HONOURS) WITH SOCIAL WORK AS MAJOR,Government Degree College Sumbal
511,BACHELORS (HONOURS) WITH SOCIAL WORK AS MAJOR,Government Women College Baramulla
512,BACHELORS (HONOURS) WITH SOCIAL WORK AS MAJOR,Government Degree College Sopore
513,BACHELORS (HONOURS) WITH SOCIAL WORK AS MAJOR,Government Women College Sopore
514,BACHELORS (HONOURS) WITH SOCIAL WORK AS MAJOR,Govternment Degree College Beerwah
515,BACHELORS (HONOURS) WITH SOCIAL WORK AS MAJOR,Government Degree College For Women Pulwama Kashmir.
516,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Anantnag
517,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Women College Anantnag
518,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Dooru Kashmir
519,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Kokernag
520,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Mattan
521,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Uttersoo
522,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Vailoo Larnoo
523,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Verinag
524,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Ajas
525,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
526,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Gurez
527,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Hajin
528,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Sumbal
529,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Tulail
530,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Bomai
531,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Boniyar
532,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Danghiwacha
533,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Hadipora
534,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Thindim Kreeri
535,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Pattan
536,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Sopore
537,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Women College Sopore
538,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
539,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Chadoora
540,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Charar i Sharief
541,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College KhanSahib Budgam
542,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Magam
543,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Soibugh
544,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Ganderbal
545,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Kangan
546,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College D H Pora
547,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Frisal Homeshalibugh
548,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Killam
549,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Kulgam
550,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Qazigund
551,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Handwara
552,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Kralpora
553,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Degree College Kupwara
554,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR,Government Women College Kupwara
